word,freq,mean_tf,variance,cv,doc_freq
ethic,677742,14119.625,309954482.5260417,1.2468832709655462,48
gender,676937,14102.854166666666,1041612338.749566,2.2884743174350284,48
increased,675841,14080.020833333334,317860561.77039933,1.2662370765407662,48
maximum,675032,14063.166666666666,211207885.38888893,1.0334082884273261,48
heart,674922,14060.875,748069301.609375,1.9451745067008597,48
acute,673605,14033.4375,492151026.20442706,1.5808298676049097,48
trait,673585,14033.020833333334,1567264051.395399,2.8211093228985034,48
paper,673060,14022.083333333334,228632093.61805558,1.0783408382085309,48
classification,672522,14010.875,188145420.31770834,0.9789974651175576,48
microbiota,672146,14003.041666666666,1341047743.5399308,2.6151688752334734,48
six,670140,13961.25,264341180.47916666,1.1645499165762807,48
identification,669826,13954.708333333334,308518838.99826384,1.258693763649501,48
drive,669320,13944.166666666666,275048317.9722222,1.189356174945372,48
differentiation,667370,13903.541666666666,772460931.4149307,1.999000114489659,48
hypothesis,667309,13902.270833333334,907447980.8641492,2.166831420274427,48
zhang,664736,13848.666666666666,367300030.6805555,1.3838930244470176,48
linear,664202,13837.541666666666,134640359.78993055,0.8385494726283783,48
nm,662725,13806.770833333334,396536859.4266493,1.4422802778743826,48
medicine,661987,13791.395833333334,574594835.5724827,1.7380914995964245,48
percentage,661866,13788.875,298220661.5677083,1.252391265395201,48
rather,661536,13782.0,369066102.0,1.393926367841052,48
toward,661185,13774.6875,503618486.46484375,1.6291800253380875,48
element,659637,13742.4375,272390803.32942706,1.2009708041986793,48
go,659008,13729.333333333334,284122207.0138889,1.227730769819892,48
screen,657610,13700.208333333334,267743931.95659718,1.1943528414977225,48
visual,657395,13695.729166666666,826661035.0724826,2.099319667648175,48
what,655930,13665.208333333334,794801335.1649305,2.063065596523394,48
category,655821,13662.9375,407410150.10026044,1.477310690690897,48
count,655709,13660.604166666666,360930980.69748265,1.3907279197870703,48
conceptualization,655411,13654.395833333334,210170431.40581593,1.0617281183794338,48
vary,655297,13652.020833333334,188644677.18706596,1.0060633665316938,48
channel,654636,13638.25,279014324.6041667,1.22477017790376,48
concern,654441,13634.1875,421206348.23567706,1.5052831209419368,48
collection,651734,13577.791666666666,215145999.24826393,1.0802828874423769,48
prevalence,650881,13560.020833333334,468824156.52039933,1.5967783430788336,48
statistically,650650,13555.208333333334,229195771.20659718,1.1168557988190713,48
laboratory,650401,13550.020833333334,254630272.18706596,1.1776467942557445,48
threshold,648664,13513.833333333334,154108715.93055555,0.9186181934217811,48
top,648440,13509.166666666666,195325418.84722224,1.0345484214762994,48
interval,648257,13505.354166666666,193001607.312066,1.028666236095112,48
transcription,647174,13482.791666666666,652018915.0399305,1.893870474548484,48
approximately,646743,13473.8125,182409698.15234375,1.00238246979008,48
potentially,644376,13424.5,211222598.29166666,1.0826100916797528,48
processing,644139,13419.5625,578175339.0377604,1.7918078070791459,48
poor,642648,13388.5,318947685.7916667,1.3339139203622945,48
space,642159,13378.3125,174066833.71484375,0.9861811077054237,48
funding,641591,13366.479166666666,177803476.29123268,0.9975923222935916,48
lesion,641384,13362.166666666666,596341483.0972222,1.8275557164854441,48
unit,640537,13344.520833333334,148106252.4578993,0.9119766365694864,48
location,639922,13331.708333333334,208426055.33159718,1.0829046057493519,48
www,639356,13319.916666666666,255280083.78472224,1.1995185239669734,48
stem,637746,13286.375,460528914.984375,1.6151837834847251,48
comprehensive,637711,13285.645833333334,196757582.0203993,1.05580342742142,48
distinct,637432,13279.833333333334,310728477.5555556,1.3273880516744043,48
agent,636195,13254.0625,336154429.60026044,1.383312830206637,48
regulatory,635561,13240.854166666666,550674859.2912326,1.7722770858497285,48
particular,635112,13231.5,246649292.95833334,1.1869457132457544,48
vivo,633909,13206.4375,701406856.1627604,2.0053922072336228,48
generation,633340,13194.583333333334,233692970.0347222,1.1585829784960846,48
distance,631793,13162.354166666666,201485952.14539933,1.078422185244592,48
dataset,631537,13157.020833333334,178680906.2703993,1.0159714663160218,48
limited,631341,13152.9375,175730317.2252604,1.0078608837659326,48
researcher,631040,13146.666666666666,387194695.8055555,1.4967492461470886,48
third,630838,13142.458333333334,248616813.95659724,1.1997441459518703,48
pro,628780,13099.583333333334,768051464.3680555,2.1156200720703406,48
median,628450,13092.708333333334,440773595.5815973,1.6035344400909595,48
diagnostic,628151,13086.479166666666,329566486.29123265,1.3872307363923406,48
vaccine,627920,13081.666666666666,1899511943.013889,3.3316389867443412,48
ct,627587,13074.729166666666,568192116.9058161,1.8231185100788623,48
insight,627528,13073.5,199490870.95833334,1.0803628503122014,48
movement,627162,13065.875,437378435.8177083,1.6006271697602426,48
formal,626368,13049.333333333334,199216761.76388887,1.0816197613410412,48
pathogen,625577,13032.854166666666,1062424971.7078995,2.5009764328980824,48
moderate,623968,12999.333333333334,383471544.84722227,1.5064179824328479,48
sex,623374,12986.958333333334,251582013.4149305,1.2213280935796216,48
whole,622974,12978.625,192297822.69270834,1.0684605685915023,48
solely,622392,12966.5,157549341.54166666,0.9680226782977024,48
search,621845,12955.104166666666,196589816.55164933,1.0822799163016312,48
strength,620699,12931.229166666666,208620584.468316,1.1169629574373243,48
together,620653,12930.270833333334,247575403.53081596,1.216875440923746,48
sleep,619851,12913.5625,573327791.8294271,1.8541950974649626,48
similarly,619337,12902.854166666666,206202757.41623268,1.1129135895836675,48
node,618312,12881.5,359484703.125,1.471884627821961,48
policy,616911,12852.3125,810491489.7981771,2.2150980399596123,48
diabetes,613200,12775.0,872009443.1666666,2.3115308033676136,48
seed,612751,12765.645833333334,2145738428.312066,3.6286543257436397,48
necessarily,612486,12760.125,155021434.859375,0.975755363908855,48
stroke,612399,12758.3125,1407153143.798177,2.9402038854662536,48
deep,612164,12753.416666666666,203028526.78472224,1.1172541664648867,48
pain,611698,12743.708333333334,347388430.5399305,1.4625538052630527,48
publish,611046,12730.125,173426827.359375,1.034488034009464,48
utilize,610517,12719.104166666666,159021170.093316,0.9914502993717312,48
certain,609573,12699.4375,195805995.9544271,1.1018653045615747,48
traditional,609070,12688.958333333334,192034408.37326387,1.0921028855259427,48
integrate,608505,12677.1875,160812613.8606771,1.0003158304888786,48
acquisition,608415,12675.3125,176369607.96484375,1.047739215891034,48
word,608275,12672.395833333334,2094950053.6141493,3.611836700370977,48
incidence,608265,12672.1875,402918103.94401044,1.5840059208153436,48
reviewer,607707,12660.5625,149703314.4127604,0.9664128730808369,48
shape,606122,12627.541666666666,197572086.74826387,1.1131251189674205,48
multi,606005,12625.104166666666,132622348.843316,0.9121649650626753,48
diet,604845,12600.9375,622252253.7252604,1.9796133851540416,48
expect,603590,12574.791666666666,268522794.6649306,1.3031361140718922,48
parent,603494,12572.791666666666,1104439628.3732638,2.643256271468905,48
motor,603483,12572.5625,657928216.0794271,2.040165751755716,48
next,602732,12556.916666666666,207463866.70138887,1.1470655108680918,48
enable,602637,12554.9375,144275209.4752604,0.9567121770062755,48
scientific,602409,12550.1875,178228595.1106771,1.0637473168705271,48
consent,602063,12542.979166666666,310825549.1453993,1.4055867477947972,48
aspect,602025,12542.1875,390897318.19401044,1.576369619871555,48
start,601161,12524.1875,161965215.1106771,1.0161581746113268,48
surgery,600126,12502.625,593296897.6927084,1.9482058067329697,48
accumulation,598154,12461.541666666666,619701088.4565972,1.9976497972726865,48
affiliated,597494,12447.791666666666,165675537.70659724,1.0340389149781857,48
depend,597380,12445.416666666666,163206000.24305555,1.0264992102528208,48
curation,595945,12415.520833333334,198043794.37456596,1.133484736378169,48
emerge,595877,12414.104166666666,210338609.67664933,1.168272393199866,48
isolate,595713,12410.6875,927734281.1731771,2.4542339646614537,48
serve,595531,12406.895833333334,190077256.9266493,1.111224842680168,48
world,595118,12398.291666666666,248442491.74826387,1.2713089059103786,48
questionnaire,594701,12389.604166666666,1041490593.6558162,2.6047751774499748,48
view,593167,12357.645833333334,364310680.35373265,1.5445437251365046,48
depth,592023,12333.8125,457719542.02734375,1.734612155438598,48
viral,588082,12251.708333333334,1069313143.706597,2.669044429373396,48
blue,587885,12247.604166666666,224610555.69748268,1.2236689475873537,48
correspond,587186,12233.041666666666,137782251.08159724,0.959538009925104,48
exclude,586319,12214.979166666666,186350375.72873268,1.117564006005696,48
theory,586272,12214.0,1217459342.6666667,2.856730803553338,48
detail,585970,12207.708333333334,130082413.58159721,0.9342759051570799,48
below,585179,12191.229166666666,150258069.3016493,1.0054753014493136,48
adjust,583976,12166.166666666666,164352093.7638889,1.0537409528864219,48
synthesis,582718,12139.958333333334,329927902.4149305,1.4962092205533992,48
remove,582571,12136.895833333334,183673221.13498262,1.1166454397264578,48
safety,579254,12067.791666666666,315747909.7482639,1.4724563796297083,48
color,578598,12054.125,287976447.484375,1.407805942915229,48
bar,577961,12040.854166666666,284419180.249566,1.4006258703012664,48
physiological,577481,12030.854166666666,255064742.624566,1.3274823419001076,48
guarantee,577140,12023.75,128960818.39583333,0.9444717069683101,48
economic,576760,12015.833333333334,467343825.84722227,1.7991375132242449,48
others,576563,12011.729166666666,557445283.4891495,1.9656020264574434,48
intestinal,573897,11956.1875,667431805.9856771,2.160780899847357,48
grade,572422,11925.458333333334,487218709.0399306,1.8509168070375495,48
usa,569803,11870.895833333334,468454117.3016494,1.8232660113973216,48
input,569719,11869.145833333334,145025355.29123262,1.0146178607153173,48
meta,569114,11856.541666666666,249158591.12326393,1.3313121679134068,48
subsequent,568581,11845.4375,189903000.74609375,1.1633618234998706,48
emotion,567612,11825.25,2562761610.7291665,4.280985667866914,48
train,567216,11817.0,184067002.95833334,1.1481026913145371,48
wt,566652,11805.25,517141347.3125,1.9263244754016007,48
able,566318,11798.291666666666,201910888.03993058,1.204372252472921,48
perspective,565862,11788.791666666666,509352086.83159727,1.9144311496724329,48
around,565076,11772.416666666666,106634317.65972225,0.8771681867840353,48
academic,564960,11770.0,963260819.4583334,2.636911079749362,48
corresponding,564474,11759.875,114060743.359375,0.9081663233356384,48
equation,563936,11748.666666666666,170657293.51388893,1.1119207752916445,48
fold,563644,11742.583333333334,338106865.4513889,1.565897547100488,48
clear,562113,11710.6875,147818304.71484375,1.0382016544307104,48
stability,559950,11665.625,130553045.69270833,0.9794572660962171,48
upon,559012,11646.083333333334,277147217.40972227,1.4294710617776287,48
consist,558494,11635.291666666666,177569933.16493055,1.1452688306131646,48
editor,558202,11629.208333333334,124883880.45659721,0.9609549796293703,48
balance,556968,11603.5,115972597.04166667,0.9280869900224638,48
recently,555203,11566.729166666666,196198023.655816,1.2109793776763211,48
best,555092,11564.416666666666,119530771.03472222,0.9454011571399338,48
tree,554989,11562.270833333334,757348793.1974826,2.380152757474457,48
effort,554599,11554.145833333334,219572822.499566,1.2824824993808486,48
accordance,554307,11548.0625,177002439.80859375,1.1520743318592206,48
neural,550660,11472.083333333334,324659228.40972227,1.5706216623076155,48
shift,549628,11450.583333333334,129185281.24305552,0.9926105933610172,48
chemical,547995,11416.5625,288171328.32942706,1.4869282945100124,48
org,547806,11412.625,176783603.44270834,1.1650255333702226,48
perception,547761,11411.6875,1118432415.0065105,2.9305895889891134,48
necessary,545104,11356.333333333334,134907260.55555555,1.0227736490120578,48
breast,544013,11333.604166666666,1159085587.905816,3.003929337295781,48
healthcare,543641,11325.854166666666,864044944.9995661,2.595357577526992,48
datasets,542889,11310.1875,139000611.15234375,1.0424099548443138,48
subsequently,542614,11304.458333333334,214478381.41493058,1.2955136831077294,48
internal,541985,11291.354166666666,276513308.7703993,1.4726922105753895,48
close,541565,11282.604166666666,124895117.030816,0.9905202938182242,48
dysfunction,539727,11244.3125,268494772.79817706,1.4572531762197334,48
late,539051,11230.229166666666,139808430.0516493,1.0528780233830999,48
endorse,538067,11209.729166666666,124464539.280816,0.9952397145684428,48
prognosis,537816,11204.5,765799623.4583334,2.4698188067349522,48
much,535829,11163.104166666666,161213368.30164927,1.137406088485086,48
chain,534191,11128.979166666666,221398977.89539924,1.3370032913407082,48
reason,533663,11117.979166666666,233326152.06206596,1.3739023093538245,48
alternative,533349,11111.4375,136513682.4544271,1.05152074030642,48
foundation,532115,11085.729166666666,124305909.69748266,1.005730507015181,48
temporal,531557,11074.104166666666,223045380.55164933,1.3486150820200948,48
daily,531504,11073.0,164323944.125,1.1576709228248314,48
capture,531414,11071.125,103914557.27604167,0.9207599943287592,48
direction,530829,11058.9375,144077240.4752604,1.0853861794296864,48
behavioral,530577,11053.6875,606962289.1315104,2.228813204566825,48
discuss,530304,11048.0,145397215.41666666,1.0914262102693189,48
nature,529671,11034.8125,257043468.8190104,1.4529087141058243,48
last,529397,11029.104166666666,127133318.42664929,1.022326110658144,48
supervision,529072,11022.333333333334,140978945.05555555,1.07721796481472,48
nutrient,529052,11021.916666666666,684942353.3680555,2.3744875000089105,48
recognize,528065,11001.354166666666,230392388.97873262,1.379710336269488,48
fit,528013,11000.270833333334,427718233.1558159,1.8800764272555268,48
history,527665,10993.020833333334,148148035.18706593,1.1072122879769104,48
effectively,527371,10986.895833333334,135217522.25998262,1.05837964745177,48
grant,526994,10979.041666666666,128262921.16493057,1.0315401348999838,48
quantitative,525711,10952.3125,146600315.5481771,1.1055073277770056,48
barrier,525654,10951.125,198894728.77604166,1.2878132837012837,48
divide,525300,10943.75,112368021.8125,0.9686239525417416,48
dimension,523883,10914.229166666666,689405365.1349827,2.405715470266158,48
platform,523717,10910.770833333334,124789025.38498263,1.0238415783853116,48
transport,522925,10894.270833333334,235251599.155816,1.407888055632828,48
onset,522508,10885.583333333334,206594436.74305558,1.3204063504924894,48
user,522194,10879.041666666666,268233127.5815972,1.5054473330067166,48
axis,521067,10855.5625,157634718.4544271,1.1565744808212415,48
instance,520122,10835.875,169375985.15104166,1.2010523315580561,48
heat,519197,10816.604166666666,272628447.6141493,1.5264924067195194,48
stimulate,518014,10791.958333333334,533904779.12326384,2.141073835338288,48
trigger,517054,10771.958333333334,274257782.20659727,1.5373927015430668,48
liu,516835,10767.395833333334,217816114.69748262,1.37067447253368,48
primarily,516253,10755.270833333334,128921364.78081596,1.0557013967704556,48
adverse,516097,10752.020833333334,308723698.02039933,1.6341611693957698,48
generally,514943,10727.979166666666,125365409.10373265,1.0436885997029746,48
label,513223,10692.145833333334,143401269.99956596,1.1199835016957291,48
continuous,512989,10687.270833333334,90318923.82248265,0.8892473135081799,48
simulation,512953,10686.520833333334,109527293.16623263,0.9793204886905702,48
setting,511534,10656.958333333334,181668380.78993055,1.26475499971578,48
modulate,510966,10645.125,287291174.8177083,1.5922467721641504,48
skin,510644,10638.416666666666,375579245.15972227,1.8216871563652284,48
goal,510195,10629.0625,677872799.8502604,2.449509584862252,48
course,510031,10625.645833333334,268133909.97873268,1.5410635002091058,48
digital,509905,10623.020833333334,300044858.02039933,1.6305910756044062,48
requirement,509681,10618.354166666666,105865789.35373265,0.9689929408920664,48
consumption,509608,10616.833333333334,267634639.05555558,1.5409060534715417,48
skill,509380,10612.083333333334,1005142455.2013887,2.987536065947939,48
pair,507783,10578.8125,187306430.6106771,1.2937174146642072,48
left,507549,10573.9375,198808251.3919271,1.333461446361413,48
stable,506302,10547.958333333334,102799830.87326388,0.9612310575864871,48
western,506301,10547.9375,190678927.7669271,1.3091330973117121,48
severity,505493,10531.104166666666,226397421.718316,1.4287683783280907,48
notably,505010,10521.041666666666,186301602.45659724,1.2973272926006103,48
fact,503908,10498.083333333334,171247996.61805558,1.2465299966935952,48
oxygen,503646,10492.625,160860581.02604166,1.2087616276536717,48
positively,502570,10470.208333333334,348464620.08159727,1.782887835981904,48
variety,502396,10466.583333333334,393555356.0763889,1.8953873512538115,48
kit,502297,10464.520833333334,357582844.91623265,1.8070450955951098,48
white,502024,10458.833333333334,102348720.43055554,0.9672928250327537,48
contact,501590,10449.791666666666,122743296.1232639,1.060208443443683,48
diverse,501224,10442.166666666666,153652672.80555555,1.1870784992014916,48
decline,500737,10432.020833333334,125577369.89539929,1.0742051885836725,48
representative,498776,10391.166666666666,209112007.0972222,1.3916344609090832,48
institutional,498316,10381.583333333334,155704640.95138887,1.2019521656242984,48
encode,498009,10375.1875,421739317.65234375,1.979365933863111,48
communication,497628,10367.25,306222660.0625,1.68793256085211,48
widely,496475,10343.229166666666,105040468.00998266,0.990882542316609,48
background,496378,10341.208333333334,146165403.24826387,1.1690982409010584,48
optimal,495102,10314.625,94383039.31770833,0.9418755773171568,48
binding,494862,10309.625,366739411.6510417,1.8575303711219264,48
panel,494591,10303.979166666666,156278974.312066,1.2132360437218404,48
list,494348,10298.916666666666,124166171.65972222,1.0819572500728922,48
attribute,493363,10278.395833333334,137924585.030816,1.1426033791649743,48
failure,493351,10278.145833333334,164188428.5828993,1.2466843213584253,48
climate,492649,10263.520833333334,336501900.7078993,1.7872997417922956,48
department,492647,10263.479166666666,145256180.499566,1.1742828143439956,48
subgroup,492379,10257.895833333334,217351848.21831596,1.4372204370036314,48
predictive,492173,10253.604166666666,192902934.36414933,1.354543227499503,48
heterogeneity,491087,10230.979166666666,178019157.72873268,1.304115842061174,48
yet,490885,10226.770833333334,123479696.55164929,1.0865738593018421,48
must,490880,10226.666666666666,123089960.84722225,1.0848687920447073,48
gain,490120,10210.833333333334,121741719.22222222,1.080583987704286,48
objective,489700,10202.083333333334,131733390.07638888,1.1250169544592685,48
unique,489420,10196.25,153730477.0625,1.2160166239375407,48
vascular,488731,10181.895833333334,241865745.1349826,1.527420210070691,48
enrichment,488530,10177.708333333334,334782884.70659727,1.797759625185258,48
meet,488469,10176.4375,132053016.82942708,1.1292195645870324,48
down,488372,10174.416666666666,141993277.90972224,1.171181957868092,48
validate,486963,10145.0625,133299762.51692708,1.1380463780571428,48
committee,486397,10133.270833333334,152675350.78081596,1.219368054434069,48
organ,485768,10120.166666666666,297697593.9305555,1.7049042659141949,48
series,485710,10118.958333333334,78032257.58159722,0.8729739378801277,48
variance,485111,10106.479166666666,258494952.0412326,1.590838702663631,48
team,484405,10091.770833333334,507781643.63498265,2.23290948557312,48
extraction,483984,10083.0,183597103.54166666,1.3438263281992409,48
text,483948,10082.25,155106477.60416666,1.2352575176508376,48
force,482857,10059.520833333334,119078593.4162326,1.0847747148365288,48
visualization,482773,10057.770833333334,106463867.92664929,1.0258866639612243,48
recovery,482523,10052.5625,106213322.53776042,1.0252097206293513,48
mixed,481902,10039.625,135598240.94270834,1.159870589991966,48
differ,481437,10029.9375,173834740.1002604,1.314528660807235,48
vector,481206,10025.125,173963256.02604166,1.3156457508507517,48
classify,481182,10024.625,104537683.27604167,1.0199251476516409,48
chen,481085,10022.604166666666,181794666.36414933,1.3452716500106874,48
locate,480854,10017.791666666666,120956165.08159722,1.0978474786828274,48
concept,480311,10006.479166666666,374804625.83289933,1.934733607301705,48
antibiotic,479756,9994.916666666666,850261051.451389,2.9174066276349695,48
infect,479332,9986.083333333334,730444965.2013888,2.7064410005529265,48
degradation,477991,9958.145833333334,251005950.58289933,1.5909756274446547,48
he,477947,9957.229166666666,163790246.6766493,1.285302984296345,48
wide,477496,9947.833333333334,108320502.76388888,1.0462291907913484,48
random,477424,9946.333333333334,94751151.09722221,0.9786541400193348,48
systemic,475545,9907.1875,333058031.81901044,1.8420846061177212,48
modification,475517,9906.604166666666,170914506.32248268,1.3196678972458544,48
implement,475490,9906.041666666666,137475125.20659724,1.1836189551153506,48
alter,475370,9903.541666666666,139906231.45659724,1.1943400509062971,48
reduced,474999,9895.8125,137333887.8606771,1.1842336557619249,48
session,474964,9895.083333333334,392954102.7430556,2.0033252166604525,48
effectiveness,473798,9870.791666666666,149054547.87326387,1.2368602429784668,48
live,473020,9854.583333333334,193932850.70138887,1.4131472714950237,48
iii,472978,9853.708333333334,148092015.37326387,1.234997614080588,48
buffer,472859,9851.229166666666,275244907.55164933,1.6841052287275844,48
ma,471914,9831.541666666666,127839443.2482639,1.1500343468831602,48
introduce,471595,9824.895833333334,79364666.6766493,0.90674599026402,48
professional,470665,9805.520833333334,483814460.33289933,2.2432039214488557,48
currently,470180,9795.416666666666,119778214.40972222,1.1172902348015596,48
variability,469966,9790.958333333334,108980386.74826388,1.0662252669086714,48
distribute,469469,9780.604166666666,87492123.73914932,0.9563542593296519,48
syndrome,469256,9776.166666666666,203291642.9722222,1.4584487277612757,48
repeat,467277,9734.9375,144747007.8502604,1.2358666982067215,48
mode,467023,9729.645833333334,78170926.97873263,0.9087106105219143,48
kidney,466905,9727.1875,335115693.56901044,1.8819587318899118,48
sense,465450,9696.875,405300894.734375,2.0761416641194725,48
rt,465162,9690.875,218829575.609375,1.5264761293211886,48
alteration,463107,9648.0625,150433616.7669271,1.2712540232172655,48
illustrate,462082,9626.708333333334,76167440.83159722,0.906581532497809,48
bp,460926,9602.625,243685394.02604166,1.6256415107130153,48
nk,460926,9602.625,2291577636.8177085,4.985139531361513,48
perceive,459399,9570.8125,1032041490.7356771,3.356601393771025,48
plate,458983,9562.145833333334,324472284.16623265,1.8837941337936979,48
probability,458818,9558.708333333334,100215107.16493057,1.0472910388595813,48
pb,458808,9558.5,307364479.7916667,1.8341594772090883,48
elevate,457424,9529.666666666666,194980581.5972222,1.4652710555918982,48
impairment,457276,9526.583333333334,216998577.32638893,1.5462911579585108,48
spectrum,456188,9503.916666666666,104959613.74305557,1.0779745117934039,48
fully,455541,9490.4375,88270038.66276042,0.9899663323099873,48
particle,455378,9487.041666666666,152101598.20659724,1.2999782337148325,48
seem,454698,9472.875,198333368.609375,1.4866751683388046,48
ion,454448,9467.666666666666,170212557.55555558,1.3780114925411215,48
separate,454285,9464.270833333334,109245618.82248263,1.1043706464027958,48
differential,453313,9444.020833333334,169508241.60373262,1.3786006309278016,48
transition,452881,9435.020833333334,61799374.0203993,0.8331998336375533,48
alone,452541,9427.9375,167854461.7252604,1.374199385554504,48
deviation,452200,9420.833333333334,78870638.18055555,0.9426888206884972,48
migration,452085,9418.4375,260220411.24609375,1.7127414936199916,48
device,452056,9417.833333333334,79282388.47222222,0.9454473788442175,48
broad,451373,9403.604166666666,103770995.82248265,1.0832873019149694,48
cardiovascular,450687,9389.3125,330555072.08984375,1.9363689899502852,48
wild,450101,9377.104166666666,383222181.1766493,2.087644659132775,48
turn,449186,9358.041666666666,163900420.12326387,1.3680597286839298,48
occurrence,449145,9357.1875,95938105.90234375,1.0467675187576928,48
burden,448524,9344.25,252114132.89583334,1.6992377459683128,48
forest,447817,9329.520833333334,284113026.29123265,1.8067007890457456,48
filter,446782,9307.958333333334,141734563.9565972,1.2790380234747085,48
resolution,446221,9296.270833333334,89846488.44748263,1.0196280775598645,48
cover,445951,9290.645833333334,99597393.27039929,1.074182520799737,48
middle,445587,9283.0625,111427164.89192708,1.137114679044884,48
pandemic,444785,9266.354166666666,557944978.0203993,2.549099520200507,48
oral,443775,9245.3125,184206061.1731771,1.4680145594327487,48
inclusion,443172,9232.75,100223344.77083333,1.084309767960175,48
situation,442381,9216.270833333334,491980524.3641493,2.4066820946184535,48
advantage,442324,9215.083333333334,88807563.45138888,1.0226469100032844,48
rapid,442260,9213.75,85112676.8125,1.0012918943583755,48
match,442057,9209.520833333334,122297547.74956597,1.200803208810802,48
appropriate,441597,9199.9375,93500486.68359375,1.0510468107727509,48
anova,441436,9196.583333333334,161595775.20138887,1.3822560219136297,48
guideline,440191,9170.645833333334,126683417.43706596,1.2273260825768886,48
institute,440147,9169.729166666666,98085621.530816,1.0800557304147116,48
feed,439274,9151.541666666666,227082197.33159724,1.646634773632865,48
external,439229,9150.604166666666,139762065.2391493,1.2919475584826836,48
output,438522,9135.875,95822806.69270833,1.07148055732655,48
pi,437077,9105.770833333334,242149267.50998268,1.7089323211430265,48
until,436754,9099.041666666666,87608431.91493057,1.0286729025952712,48
peripheral,436343,9090.479166666666,381391375.9995659,2.148318451044558,48
injection,435118,9064.958333333334,206605819.03993055,1.585643174340061,48
dry,434654,9055.291666666666,339421697.6232639,2.0345452685656795,48
correct,434433,9050.6875,181462668.21484375,1.48837400490937,48
wave,434298,9047.875,196889074.609375,1.5508300830618058,48
typically,433396,9029.083333333334,81401732.99305554,0.9992477156168673,48
plan,433227,9025.5625,153735860.8294271,1.373767741139963,48
primer,432635,9013.229166666666,444516356.4683159,2.339179017013869,48
gas,431644,8992.583333333334,224998281.15972218,1.6680348848826883,48
demand,431572,8991.083333333334,211136330.36805558,1.61610458213634,48
expose,431468,8988.916666666666,114698748.99305557,1.1914394782653017,48
confidence,431043,8980.0625,164966369.68359375,1.430271053644062,48
refer,430333,8965.270833333334,131997354.69748265,1.2815017397764696,48
every,429939,8957.0625,78280943.18359375,0.987784984837323,48
obesity,429685,8951.770833333334,345022366.67664933,2.074983603554532,48
st,429476,8947.416666666666,205614728.0347222,1.60261590159658,48
nf,429439,8946.645833333334,449648449.0620661,2.370152577467059,48
quantify,429039,8938.3125,102580171.38151042,1.1331207064039879,48
summary,428927,8935.979166666666,84668274.14539932,1.0297177666162283,48
call,428733,8931.9375,107509052.39192708,1.1608519666172203,48
hr,428302,8922.958333333334,244671210.41493058,1.7530026403887364,48
cortex,427776,8912.0,336057499.5,2.056987336195637,48
upper,427503,8906.3125,80544438.08984375,1.0076735257965417,48
choose,427272,8901.5,140628890.5,1.3322142630320775,48
module,427252,8901.083333333334,155216869.74305552,1.3996730269192743,48
predictor,426964,8895.083333333334,201831536.28472224,1.597145535593269,48
gap,426923,8894.229166666666,84941652.09331597,1.0362201582436408,48
interestingly,426192,8879.0,173406342.0,1.48309316176805,48
cov,425820,8871.25,560914750.3541666,2.6697070733940595,48
her,425414,8862.791666666666,308706119.7065972,1.9824492519628545,48
demographic,425393,8862.354166666666,215756966.062066,1.6574228101165498,48
systematic,425063,8855.479166666666,110322743.874566,1.1860976944487536,48
sensitive,423908,8831.416666666666,87943115.70138888,1.0618680377304828,48
reverse,423725,8827.604166666666,157258543.405816,1.4205753464352375,48
you,423593,8824.854166666666,378553884.374566,2.2047345919366896,48
resistant,423019,8812.895833333334,371285681.093316,2.186429424932696,48
feedback,422522,8802.541666666666,285692164.9982639,1.9201761698335764,48
monitor,421921,8790.020833333334,61999167.395399295,0.8957834290369194,48
renal,421241,8775.854166666666,296782161.79123265,1.963041582695202,48
advance,421150,8773.958333333334,72982415.16493054,0.9736739432926644,48
strongly,419854,8746.958333333334,148799854.08159724,1.3945824479382534,48
recognition,418753,8724.020833333334,202950488.35373268,1.6329705644701256,48
integration,418437,8717.4375,93641560.78776042,1.1100575104147203,48
emission,418246,8713.458333333334,454739742.3732638,2.4473207751095005,48
respiratory,418092,8710.25,188395759.9375,1.5758139540892728,48
examination,417995,8708.229166666666,122299235.96831597,1.2699365491428534,48
modify,417764,8703.416666666666,81364828.99305555,1.0364028118748523,48
monitoring,417314,8694.041666666666,69101699.66493055,0.9561425546465494,48
sea,416969,8686.854166666666,1421160928.791233,4.339693911985542,48
commonly,416568,8678.5,72011551.45833333,0.9778143715099807,48
statistic,416421,8675.4375,131402513.49609375,1.3213274304072227,48
dietary,416346,8673.875,695173508.4010416,3.0397190669640213,48
speed,415840,8663.333333333334,92293460.01388888,1.1089205687996084,48
zone,413262,8609.625,182299906.359375,1.5682272174641774,48
diagnose,413137,8607.020833333334,178871326.3953993,1.5538801167510945,48
basis,413061,8605.4375,83184337.07942708,1.059858348834689,48
raw,412725,8598.4375,89109525.95442708,1.0978487906926715,48
log,412683,8597.5625,127204138.12109375,1.3118231123581618,48
fish,412593,8595.6875,520812560.08984375,2.6549729856840067,48
off,412569,8595.1875,63346557.944010414,0.9259896996026115,48
dm,412519,8594.145833333334,322482601.4578993,2.08953873047092,48
substrate,412497,8593.6875,197928558.5481771,1.6370979848859901,48
tolerance,412420,8592.083333333334,521311878.1180554,2.6573596096959933,48
ng,411441,8571.6875,195944940.4231771,1.6330545704592339,48
nitrogen,410395,8549.895833333334,603816459.6766492,2.874032336212863,48
enrich,410332,8548.583333333334,194100011.1597222,1.629741146895913,48
